77.19,77816.00,2171.92,4.91,-12.11,1.71,323.65,ovf,ovf,-6.94,9.45,-3.45,-114.17,-84.00,-30.73
77.20,77813.00,2172.23,4.93,-12.15,1.35,323.66,ovf,ovf,-4.00,1.80,-7.37,-49.63,11.62,-36.47
77.21,77814.00,2172.12,4.96,-12.22,1.16,323.72,ovf,ovf,-6.51,3.49,-6.43,-15.26,32.48,-19.32
77.20,77815.00,2172.02,5.00,-12.29,1.06,323.71,ovf,ovf,-6.98,3.73,-6.86,-3.50,22.26,-9.94
77.21,77806.00,2172.95,5.02,-12.36,0.91,323.71,ovf,ovf,-7.30,2.39,-6.63,-9.80,23.03,-14.21
77.20,77813.00,2172.23,5.05,-12.43,0.62,323.67,ovf,ovf,-7.34,2.94,-6.35,-24.50,34.44,-29.19
77.22,77820.00,2171.51,5.09,-12.50,0.46,323.69,nan,ovf,-6.90,4.20,-6.24,-9.59,21.77,-15.89
77.20,77821.00,2171.40,5.13,-12.58,0.39,323.68,nan,ovf,-7.57,3.26,-6.51,-1.82,14.21,-6.93
77.20,77823.00,2171.20,5.16,-12.65,0.32,323.72,nan,ovf,-7.02,3.10,-6.59,-5.74,16.87,-7.91
77.22,77821.00,2171.40,5.19,-12.72,0.12,323.99,nan,ovf,-7.34,3.18,-6.35,16.66,64.12,-19.18
77.22,77825.00,2170.99,5.22,-12.79,-0.04,324.23,nan,nan,-7.02,2.63,-7.14,5.04,31.92,-16.17
77.20,77819.00,2171.61,5.24,-12.85,-0.04,324.47,nan,nan,-6.24,2.63,-7.41,-2.66,-6.23,-0.07
77.25,77825.00,2170.99,5.27,-12.91,0.14,324.61,nan,nan,-5.22,2.82,-8.24,-5.46,-30.59,17.57
77.21,77812.00,2172.33,5.30,-12.97,0.15,324.79,nan,nan,-6.16,3.30,-7.26,-14.56,-62.58,1.33
77.22,77815.00,2172.02,5.34,-13.05,0.22,325.10,nan,nan,-8.16,3.22,-6.00,3.36,-43.54,7.28
77.25,77814.00,2172.12,5.37,-13.13,0.43,325.36,nan,nan,-8.24,2.94,-6.35,21.00,84.42,20.93
77.21,77812.00,2172.33,5.40,-13.19,0.13,325.31,nan,nan,-6.20,3.06,-7.88,6.79,65.31,-30.31
77.22,77817.00,2171.81,5.43,-13.23,0.37,325.34,nan,nan,-3.88,2.90,-8.39,-2.80,-66.36,24.43
77.22,77814.00,2172.12,5.46,-13.30,1.20,325.30,nan,nan,-6.39,3.22,-7.49,-7.35,-121.94,82.88
77.22,77818.00,2171.71,5.48,-13.40,1.19,324.64,nan,nan,-10.75,2.67,-4.94,-8.05,-16.31,-0.98
77.21,77810.00,2172.54,5.54,-13.47,0.55,323.91,nan,nan,-6.83,5.53,-6.00,15.47,99.89,-64.40
77.22,77816.00,2171.92,5.57,-13.53,0.10,323.57,nan,nan,-5.61,2.82,-8.08,15.19,83.37,-44.73
77.21,77818.00,2171.71,5.60,-13.58,0.19,323.43,nan,nan,-4.82,2.79,-8.24,-8.68,-35.00,8.89
77.21,77811.00,2172.43,5.63,-13.65,0.64,323.17,nan,nan,-6.98,3.18,-6.75,-3.22,-71.12,44.66
77.26,77812.00,2172.33,5.67,-13.73,0.42,322.84,nan,nan,-8.08,4.35,-6.20,5.32,67.69,-21.28
77.25,77809.00,2172.64,5.69,-13.77,-0.02,322.86,nan,nan,-4.51,2.28,-7.85,1.61,83.37,-44.03
77.20,77808.00,2172.74,5.72,-13.80,0.29,323.14,nan,nan,-2.63,2.59,-8.90,-1.12,-72.31,31.15
77.25,77818.00,2171.71,5.74,-13.87,0.41,323.21,nan,nan,-7.57,2.28,-6.24,-32.06,-77.42,11.62
77.25,77813.00,2172.23,5.76,-13.95,0.33,323.21,nan,nan,-7.96,2.24,-6.20,36.26,44.59,-7.70
77.22,77807.00,2172.84,5.80,-14.04,0.34,323.21,nan,nan,-8.79,3.53,-5.92,9.45,3.36,0.42
77.22,77827.00,2170.78,5.83,-14.12,0.32,323.29,nan,nan,-7.88,3.41,-6.39,-6.02,-3.99,-1.54
77.25,77816.00,2171.92,5.87,-14.19,0.34,323.31,nan,nan,-7.14,3.96,-6.55,-4.97,-8.54,1.61
77.25,77816.00,2171.92,5.91,-14.26,0.40,323.34,nan,nan,-6.79,3.77,-6.71,-0.35,-11.20,6.51
77.25,77816.00,2171.92,5.94,-14.33,0.43,323.34,nan,nan,-6.75,3.30,-6.71,-2.73,-6.93,3.08
77.22,77817.00,2171.81,5.98,-14.40,0.45,323.33,nan,nan,-6.75,3.41,-6.59,-0.21,-2.66,1.54
77.25,77819.00,2171.61,6.01,-14.46,0.47,323.34,nan,nan,-6.63,3.49,-6.71,3.29,0.21,1.89
77.22,77816.00,2171.92,6.05,-14.52,0.50,323.33,nan,nan,-6.28,3.61,-6.67,5.74,-2.03,3.15
77.25,77807.00,2172.84,6.08,-14.59,0.51,323.32,nan,nan,-6.71,3.22,-6.79,4.13,2.73,0.56
77.25,77816.00,2171.92,6.12,-14.66,0.54,323.32,nan,nan,-6.75,3.57,-6.67,3.92,1.54,2.94
77.25,77812.00,2172.33,6.15,-14.73,0.58,323.38,nan,nan,-6.79,3.53,-7.02,5.18,-2.45,4.62
77.27,77811.00,2172.43,6.19,-14.80,0.65,323.37,nan,nan,-6.90,3.45,-6.71,10.29,-2.10,6.58
77.22,77819.00,2171.61,6.22,-14.87,0.68,323.35,nan,nan,-7.26,3.65,-6.55,13.79,2.10,3.43
77.22,77813.00,2172.23,6.26,-14.94,0.75,323.29,nan,nan,-7.10,3.96,-6.28,10.78,-2.10,7.14
77.25,77814.00,2172.12,6.30,-15.01,0.84,323.24,nan,nan,-7.45,3.53,-6.43,14.77,-2.03,9.10
77.25,77813.00,2172.23,6.33,-15.09,0.87,323.18,nan,nan,-7.57,3.41,-6.71,10.78,3.50,2.52
77.22,77816.00,2171.92,6.37,-15.16,0.92,323.12,nan,nan,-7.41,3.69,-6.47,7.77,-4.55,4.83
77.25,77814.00,2172.12,6.41,-15.24,1.00,323.04,nan,nan,-7.18,3.80,-6.35,12.32,-7.00,8.40
77.25,77827.00,2170.78,6.44,-15.31,1.08,323.04,nan,nan,-7.26,3.33,-6.47,12.32,-7.28,7.56
77.25,77810.00,2172.54,6.48,-15.38,1.16,322.97,nan,nan,-7.34,3.61,-6.43,11.27,-7.77,8.47
77.22,77817.00,2171.81,6.51,-15.45,1.25,322.94,nan,nan,-7.26,3.45,-6.43,14.84,-8.61,9.03
77.25,77816.00,2171.92,6.54,-15.52,1.35,322.90,nan,nan,-7.06,2.98,-6.47,15.33,-7.77,9.59
77.25,77822.00,2171.30,6.57,-15.59,1.38,322.90,nan,nan,-6.86,3.26,-6.16,11.83,-7.77,3.64
77.22,77807.00,2172.84,6.61,-15.67,1.37,322.90,nan,nan,-7.65,3.49,-6.71,13.16,0.21,-1.96
77.25,77801.00,2173.47,6.63,-15.74,1.37,322.95,nan,nan,-7.10,2.63,-6.59,-2.59,-1.68,0.56
77.25,77804.00,2173.16,6.67,-15.81,1.35,322.98,nan,nan,-7.41,3.18,-6.39,2.87,3.01,-1.82
77.27,77816.00,2171.92,6.70,-15.89,1.47,323.04,nan,nan,-7.02,3.49,-6.71,17.71,-2.87,11.27
77.26,77806.00,2172.95,6.73,-15.96,1.57,323.07,nan,nan,-7.10,2.82,-6.32,15.05,-5.04,10.08
77.27,77817.00,2171.81,6.76,-16.03,1.60,323.11,nan,nan,-7.45,2.90,-6.28,9.52,-0.07,3.64
77.22,77819.00,2171.61,6.79,-16.11,1.57,323.15,nan,nan,-7.53,3.53,-6.39,7.07,9.73,-3.22
77.27,77822.00,2171.30,6.82,-16.18,1.61,323.17,nan,nan,-7.49,2.79,-6.71,4.27,2.38,4.34
77.21,77815.00,2172.02,6.86,-16.25,1.58,323.16,nan,nan,-7.37,3.37,-7.02,-4.83,3.15,-3.08
77.25,77819.00,2171.61,6.89,-16.32,1.66,323.17,nan,nan,-6.83,3.30,-6.90,11.13,-1.89,7.84
77.22,77812.00,2172.33,6.91,-16.39,1.68,323.21,nan,nan,-7.06,2.51,-6.86,-2.87,-9.10,1.89
77.25,77816.00,2171.92,6.94,-16.46,1.62,323.30,nan,nan,-6.98,3.02,-6.71,-1.05,6.44,-6.09
77.25,77810.00,2172.54,6.98,-16.53,1.58,323.38,nan,nan,-6.90,3.49,-7.06,10.99,8.47,-3.64
77.25,77814.00,2172.12,7.01,-16.61,1.59,323.45,nan,nan,-7.30,2.67,-6.75,7.07,12.53,0.35
77.25,77819.00,2171.61,7.04,-16.69,1.55,323.49,nan,nan,-8.00,3.06,-6.51,-0.42,14.84,-3.78
77.25,77816.00,2171.92,7.07,-16.76,1.48,323.48,nan,nan,-7.81,3.84,-6.32,2.03,6.79,-6.51
77.25,77823.00,2171.20,7.10,-16.84,1.54,323.52,nan,nan,-7.41,2.86,-6.79,6.02,1.61,5.95
77.27,77820.00,2171.51,7.13,-16.92,1.52,323.49,nan,nan,-7.88,2.71,-6.32,0.70,5.95,-1.89
77.22,77826.00,2170.89,7.17,-17.00,1.48,323.51,nan,nan,-8.04,3.61,-6.28,-0.77,4.97,-4.48
77.25,77813.00,2172.23,7.20,-17.07,1.51,323.54,nan,nan,-7.37,3.49,-7.02,4.06,-1.61,2.94
77.21,77826.00,2170.89,7.23,-17.14,1.59,323.54,nan,nan,-7.41,2.55,-6.90,-4.13,-10.99,8.19
77.26,77815.00,2172.02,7.26,-17.22,1.59,323.51,nan,nan,-7.49,2.94,-6.39,-10.22,-3.43,-0.49
77.20,77811.00,2172.43,7.29,-17.29,1.59,323.46,nan,nan,-6.90,3.65,-6.28,1.61,-3.71,0.28
77.25,77817.00,2171.81,7.32,-17.36,1.60,323.44,nan,nan,-7.06,3.14,-6.71,8.68,-2.73,0.77
77.21,77822.00,2171.30,7.35,-17.43,1.57,323.46,nan,nan,-7.30,2.51,-6.94,5.46,7.42,-2.66
77.22,77823.00,2171.20,7.38,-17.51,1.61,323.48,nan,nan,-7.34,3.18,-6.24,-4.83,-3.99,3.92
77.25,77823.00,2171.20,7.41,-17.58,1.60,323.48,nan,nan,-7.34,3.33,-6.51,6.51,3.71,-0.91
77.22,77812.00,2172.33,7.45,-17.65,1.58,323.51,nan,nan,-7.53,3.22,-7.30,6.79,8.89,-1.82
77.25,77823.00,2171.20,7.48,-17.72,1.61,323.51,nan,nan,-6.94,3.18,-6.75,-5.32,-8.68,3.08
77.25,77813.00,2172.23,7.51,-17.80,1.62,323.48,nan,nan,-7.18,2.98,-6.71,3.50,1.40,0.91
77.25,77820.00,2171.51,7.53,-17.87,1.58,323.48,nan,nan,-7.49,2.47,-6.79,6.30,8.89,-3.85
